query	title	neg_title
胃食管反流病2020	2020年中国胃食管反流病专家共识胃食管反流,症状,诊断,药物治疗	唾液胃蛋白酶检测对胃食管反流病诊断价值的Meta分析胃食管反流病,唾液,胃蛋白酶,诊断,Meta分析
小学英语教学	初探小学英语教学中的故事教学小学英语,故事教学,教学策略,探讨	陶行知生活教育理论对当今中小学英语教学的启示陶行知,生活教育理论,中小学,英语教学
企业内部管理沟通	企业内部管理的现状及对策研究内部管理,因为因素,对策分析	企业预算管理问题与对策研究企业,预算管理,预算编制
沙美特罗替卡松 孟鲁司特 支气管哮喘	吸入性沙美特罗替卡松联合孟鲁司特钠治疗儿童支气管哮喘的临床分析支气管哮喘,儿童,吸入性沙美特罗替卡松,孟鲁司特钠	孟鲁司特钠联合沙美特罗氟替卡松治疗支气管哮喘患者的疗效观察沙美特罗氟替卡松,孟鲁司特钠,支气管哮喘,肺功能
高速列车会车压力波	中国列车空气动力学研究进展车辆工程,空气动力学,研究进展,数值计算,风洞试验,动模型试验,在线实车试验,高速列车,提速列车,行车安全,隧道-列车耦合空气动力学	列车交会压力波三维数值的计算列车交会压力波,三维数值计算,分区计算,网格生成
动画哲学	浅析动画《钢之炼金术师FA》中的哲学内涵日本动画,二维动画,《钢之炼金术师FA》,哲学思想	试论动画电影《你的名字》透露的哲学意识流性哲学,绳结,意识流
因子分析	基线对傅里叶变换红外光谱的目标因子分析结果的影响研究目标因子分析,主因子数,基线校正,小波变换	结合平行因子分析算法和模式识别方法的三维荧光光谱技术用于石油类污染物的检测光谱学,石油类污染物,三维荧光光谱,平行因子分析,模式识别
中国农场运营模式	家庭农场开展电子商务的思考家庭农场,电子商务,互联网技术,电商品牌	国外农业组织化模式比较分析及对中国的启示农业组织化,模式比较,决定性因素
作者:秦永	甲状软骨成形声带内移术治疗单侧声带运动不良的初步探讨甲状软骨成形声带内移术,声带运动不良,声带麻痹,嗓音	巢蛋白和性别决定基因高迁移率组蛋白在快速老化小鼠最后区的表达最后区,巢蛋白,性别决定基因高迁移率组蛋白,神经生发,快速老化小鼠
低增生骨髓增生异常综合征	55例初诊再生障碍性贫血患者临床特征分析再生障碍性贫血,血细胞形态,免疫表型,细胞分子遗传学	血清SF、LDH、维生素B12水平及骨髓细胞形态学对骨髓增生异常综合征和巨幼细胞性贫血的鉴别诊断骨髓增生异常综合征;巨幼细胞性贫血;铁蛋白;乳酸脱氢酶;维生素B12;骨髓细胞形态学表现
农业水价改革现状	桃曲坡灌区农业水价改革现状及实施经验探讨农业水价改革,实施经验,存在问题,措施,桃曲坡灌区	民勤县农业水价综合改革现状分析及思考农业水价,改革,节水,民勤县
作者单位:县中医院	新型冠状病毒肺炎疫情期间血液透析患者的分诊流程及管理实践新型冠状病毒肺炎,血液透析,预检分诊,筛查,健康宣教,隔离	产程活跃期入量和时限管理对初产妇产程进展和分娩结局的影响初产妇;活跃期入量管理;时限管理;产程进展;分娩结局
深度调峰	深度调峰下燃煤机组运行方式对能耗的影响深度调峰,均等低负荷,启停两班制,临界时间,经济性	基于热网及建筑物蓄热特性的大型供热机组深度调峰能力研究大型供热机组,热网及建筑物,供热模式,蓄热特性,电网调峰,深度调峰能力
关键词:硫酸铵分级沉淀	甘薯几丁质酶的分离与纯化甘薯,黑斑病,几丁质酶,分离,纯化	韭菜β-木糖苷酶的分离纯化与部分性质研究韭菜,β-木糖苷酶,分离纯化,酶学性质
张店区 信息技术	任务驱动模式下的信息技术教学任务驱动教学模式;小学信息技术教学;创新实践培养	微课在小学语文教学中的优势及对教改的影响微课
风机建模	模型-数据混合驱动的直驱风机VSC等效建模方法直驱风机,VSC,混合驱动,时间卷积网络,深度学习,等效建模	弱电网下双馈风机多机系统直流电压控制时间尺度的建模与稳定性分析弱电网;直流电压控制时间尺度;特征值分析;双馈风机;锁相环
宗族文化	宗族文化与企业并购收益宗族文化,社会资本,地域文化,企业并购收益	乡村宗族文化兴起的社会学分析宗族文化,复兴,消解,社会效应
营销策划书	基于职业能力的高职计算机课程改革实践计算机应用,职业能力,高职,课程改革	营销策划模块化教学课程设计初探高职教育,营销策划,模块化教学,课程设计
锂离子电容器	活性炭掺杂对钛酸锂型锂离子电容器性能的影响锂离子电容器;钛酸锂;比功率;比能量	铌基氧化物锂离子电容器负极材料研究进展铌基氧化物,锂离子电容器,负极材料
聚氨酯DMF	丙酮/DMF二元溶剂体系聚氨酯湿法膜的结构与性能聚氨酯,丙酮,多孔结构,透湿性能,湿法膜	聚氨酯/氮化硼包覆改性玻璃纤维透湿导热膜的制备与性能研究聚氨酯膜,聚多巴胺,玻璃纤维,包覆改性,六方氮化硼
易损斑块 于波	冠状动脉粥样硬化易损斑块的腔内影像学进展冠心病,体层摄影术,光学相干,斑块,动脉粥样硬化	高睿综述,于波审校冠心病,颈动脉,动脉粥样硬化,超声
热板痛阈值	电针敏化穴位激活迷走神经运动背核胆碱能神经元改善大鼠结肠炎性损伤结肠炎,敏化穴位,迷走神经运动背核,ChAT+神经元,抗炎	重楼皂苷Ⅶ、H及总皂苷镇痛抗炎作用研究重楼皂苷Ⅶ;重楼皂苷H;镇痛;抗炎
乳腺甲状腺	乳腺癌合并甲状腺癌致病因素的研究进展甲状腺癌;乳腺癌;双原发肿瘤;钠-碘同向转运体	理气化痰散结方联合小金胶囊治疗甲状腺结节合并乳腺增生症的临床观察甲状腺结节,乳腺增生症,理气化痰散结方,小金胶囊
高素质农民培育现状	如东县高素质新型职业农民培育现状及对策高素质新型职业农民,培育,现状,问题,对策,江苏如东	新型职业农民培育现状与对策研究——基于农村人口老龄化的背景农村人口老龄化,新型职业农民,培育
作者:曲雅静	浅析俄罗斯传统婚礼仪式习俗文化多民族,民族文化,结婚传统	蛇在中俄文化中的语义对比分析蛇,中俄文化,语义对比
((中日成语) 题名:成语 ) 题名:日	中日同形异义四字成语使用情况调查四字成语,语料库,中日对照,同形异义词	中日同源成语出处类型历时分析语料库,同源成语,历时变化
环境规制 电力消费	环境规制与工业绿色增长效率——基于空间计量模型的实证工业绿色增长效率,空间计量模型,环境规制,影响因素	"环境规制与工业绿色增长效率——基于空间计量模型的实证工业绿色增长效率,空间计量模型,环境规制,影响因素
"
胶质瘤综述	肿瘤治疗电场在胶质母细胞瘤治疗中的研究进展肿瘤治疗电场,胶质母细胞瘤,肿瘤治疗,TTFields	2-羟基戊二酸在异柠檬酸脱氢酶突变型胶质瘤发生、发展中的作用及磁共振波谱检测方法胶质瘤;异柠檬酸脱氢酶;α-羟基戊二酸;磁共振波谱
(钕铁硼永磁材料) Date:2015-2021	钕铁硼永磁材料性能及发展前景分析钕铁硼,永磁材料,性能,发展前景	钕铁硼稀土永磁材料腐蚀防护技术的研究进展钕铁硼稀土永磁材料,防护技术,研究进展
生态旅游综述	生态旅游研究方法综述生态旅游,研究方法,综述	生态体育旅游概念综述生态体育旅游,概念,综述
国家实力评估	网络能力与国家实力:网络评估(译文)定性评估;国家决策;网络能力;网络安全;关键基础设施	"对国家网球队""内在实力""评估的初探网球运动员,评估方法,国家网,综合能力,学习能力,运动能力,精神修养,行为纠正,教练员,排名榜"
现代企业管理创新	现代企业财务会计信息化管理体系创新现代企业;财务会计;信息化管理体系;创新;研究分析	现代企业文化创新对企业管理创新的影响模式企业文化,企业管理,创新,影响模式
音乐作品的著作权保护研究	实景历史舞剧著作权保护研究实景历史舞剧,著作权,权利归属,侵权判定	网络环境中音乐作品著作权诉讼问题研究音乐作品,网络环境,诉讼
实习管理系统	基于B/S的智能化线上实践教学管理系统研究与实现制造工程训练,实践教学,线上教学管理系统,个性化培养	高职专业群顶岗实习管理系统数据库设计专业群,顶岗实习管理系统,数据库设计
返流性食管炎	全胃切除术治疗胃底贲门癌的远期疗效胃肿瘤,外科手术,生存率	海藻酸钠在临床的应用海藻酸钠,临床应用,控释辅料
结直肠癌伴肝转移	伊立替康或奥沙利铂联合卡培他滨治疗结直肠癌伴肝转移的临床研究结直肠癌,临床疗效,伊立替康,卡培他滨,奥沙利铂	结直肠癌MDM2基因表达与生物学行为的关系MDM2基因,p53基因,PCNA,结直肠癌
信号参数测量	超高清数字视频基带信号抖动测量技术研究超高清视频;抖动测量;高速串行信号;波形计量	超高清数字视频基带信号抖动测量技术研究超高清视频;抖动测量;高速串行信号;波形计量
hpv疫苗的研究进展	关于HPV疫苗安全性的相关研究进展子宫颈癌,HPV,HPV疫苗	HPV疫苗的研究进展人乳头状瘤病毒,宫颈癌,HPV疫苗,预防性疫苗,治疗性疫苗
吉林省 税收	治理现代化视阈下吉林省小微企业纾困问题探析治理现代化,小微企业,稳预期,稳就业	财政与税收体制的创新对策探讨财政,税收,创新改革,应用对策
关键词:资源环境经济	低碳经济的发展模式研究低碳经济,低碳发展,节能减排,碳中和技术	第二代农民工市民化:现状分析与进程测度农民工代际差异,第二代农民工,市民化进程
作者单位:河北邯山小学	谈小学语文教学中如何培养学生的阅读兴趣小学语文,阅读兴趣,语文教学,兴趣学习	新课改背景下小学语文激趣教学研究新课改,小学语文,激发学习兴趣
网络依赖	青少年网络依赖现象成因及对策网络依赖,青少年成长	中学生家庭亲密度及适应性与网络依赖的关系:孤独感的中介效应中学生心理健康;家庭亲密度及适应性;网络依赖;孤独感
网络营销 消费者行为 企业应对策略	网络营销环境下消费者行为变化和企业应对策略研究网络营销环境,消费者行为变化,企业应对策略	基于女性消费特点的网络营销策略研究网络时代,女性消费者,网上消费,网络营销策略
民俗文化保护传承	从传承人到继承人:非物质文化遗产保护的创新思维非物质文化遗产保护,传承人,继承人,创新思维	"论民俗类非物质文化遗产的传承、保护和利用民俗,非物质文化,传承
"
风蚀地貌工程	风力侵蚀对西气东输(甘肃段)工程影响分析水土流失,风力侵蚀,土壤环境,西气东输工程	西气东输工程水土流失综合防治体系设计水土保持,风蚀区,风水蚀区,水蚀区,综合防治,西气东输工程
基于MATLAB的图像分割算法研究	基于MATLAB的图像分割算法研究及实现图像分割;双峰法;迭代阈值法;canny算子	基于分水岭算法的图像分割方法研究图像分割,数学形态学,分水岭,计算机仿真
作者：张婷	2016—2018年11所医院儿童血培养分离菌的耐药性分析血培养,细菌,耐药,儿童	颗粒剂四君子膏对脾气虚证模型大鼠心功能的影响颗粒剂四君子膏,脾气虚证,心功能,脑钠肽,环磷酸腺苷
关键词：隐性质量成本	基于BN的建筑施工项目隐性质量成本控制研究贝叶斯网络,建筑施工项目,隐性质量成本	浅谈自动化行业质量成本管理质量成本管理,自动化,隐性成本
促进护理专利发明	基于心理契约理论对ICU护士科研行为的干预研究ICU护士,护理科研,心理契约,科研行为,科研论文	"21家三级甲等综合医院护士创新行为现状及其影响因素分析综合医院;护士;创新行为;组织创新气氛
"
